Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition
8569,20225446,1731,292030,apartment,2.0,76.0,0,0,1,16.0,,0,As new
9272,11024055,9800,292000,apartment,2.0,97.0,1,0,1,8.0,,0,Good
8931,20177459,1070,291500,apartment,1.0,84.0,0,0,1,7.0,,0,As new
9126,11470711,1070,291500,apartment,1.0,83.0,0,0,1,6.0,,0,As new
7505,20187544,2830,291000,apartment,2.0,75.0,1,0,1,,,0,Good
5263,20147263,9240,290000,house,4.0,281.0,1,0,1,,,0,To renovate
8549,20204519,1140,290000,apartment,2.0,91.0,1,0,1,11.0,,0,Good
8175,11435517,9040,290000,apartment,2.0,94.0,1,0,1,,,0,To be done up
2536,20230955,4877,290000,house,4.0,126.0,0,0,1,25.0,732.0,0,Good
2353,20140691,1430,290000,house,5.0,123.0,0,0,1,40.0,240.0,0,To renovate
8176,11427280,9040,290000,apartment,2.0,94.0,1,0,1,,,0,To be done up
8672,20162361,1170,290000,apartment,2.0,71.0,0,0,1,2.0,,0,To renovate
7527,20180756,8380,290000,apartment,2.0,65.0,1,0,1,5.0,,0,Good
8550,20134457,8720,290000,apartment,3.0,139.0,1,0,1,,,0,Good
9735,20124869,8301,290000,apartment,2.0,60.0,0,0,1,,,0,Just renovated
6664,20225023,8310,290000,apartment,2.0,88.0,0,0,1,,,0,Good
3021,10867683,6700,290000,house,4.0,253.0,0,0,1,33.0,583.0,0,Good
8309,20004254,1050,290000,apartment,1.0,70.0,0,0,1,9.0,,0,To renovate
7424,11093690,9900,290000,apartment,2.0,80.0,1,0,1,9.0,,0,Good
5979,20223094,8530,290000,apartment,2.0,85.0,0,0,1,7.0,,0,Good
6215,20150285,4000,290000,apartment,2.0,100.0,1,0,1,,2800.0,0,As new
6704,20165670,9000,290000,apartment,1.0,74.0,0,0,1,4.0,50.0,0,Good
3302,11458350,1440,290000,house,2.0,166.0,1,0,1,,,0,Just renovated
9194,20139953,1190,290000,apartment,1.0,98.0,0,0,1,,,0,To renovate
2894,11021404,1315,290000,house,5.0,269.0,1,0,1,190.0,344.0,0,To renovate
6102,20241988,9400,290000,apartment,3.0,140.0,0,0,1,15.0,,0,Good
9839,20129869,1140,290000,apartment,2.0,85.0,0,0,1,5.0,,0,Good
789,20236503,4540,290000,house,3.0,100.0,0,0,1,20.0,100.0,0,As new
4795,11362089,6792,290000,house,4.0,170.0,0,0,1,,1100.0,0,To renovate
5877,20235958,8500,290000,apartment,2.0,134.0,0,0,1,,,0,Good
3070,20227321,7020,290000,house,3.0,115.0,1,0,1,,,0,As new
445,20228155,4680,290000,house,3.0,186.0,1,0,1,40.0,,0,As new
4727,20105713,6001,290000,house,3.0,200.0,0,0,1,,,0,Good
9387,20184231,5060,289999,apartment,2.0,133.0,1,0,1,19.0,,0,As new
8548,20186235,2390,289900,apartment,2.0,85.0,1,0,1,30.0,,0,Good
2893,11473514,2140,289900,house,4.0,120.0,1,0,1,,,0,Good
3301,20076837,2140,289900,house,4.0,140.0,0,0,1,,13.0,0,To be done up
9734,11403440,1140,289869,apartment,2.0,103.0,0,0,1,8.0,,0,Good
8547,20021204,3590,289500,apartment,3.0,110.0,1,0,1,5.0,,0,As new
8854,20155575,1000,289000,apartment,1.0,62.0,0,0,1,,,0,As new
7423,11477159,2660,289000,apartment,2.0,91.0,0,0,1,,20.0,0,Good
8691,20228495,9000,289000,apartment,1.0,55.0,0,0,1,,,0,As new
15,20244298,4280,289000,house,2.0,130.0,1,0,1,20.0,400.0,0,Good
9227,20231759,1082,289000,apartment,3.0,106.0,1,0,1,,,0,Good
713,20219319,4420,289000,house,3.0,141.0,1,1,1,20.0,492.0,0,As new
8308,20041721,9450,289000,apartment,2.0,90.0,0,0,1,8.0,,0,Good
8792,20213635,8434,289000,apartment,2.0,66.0,0,1,1,4.0,,0,Just renovated
739,20233487,2020,289000,house,6.0,192.0,1,0,1,,91.0,0,To renovate
4316,20242044,9255,289000,house,3.0,177.0,0,0,1,,,0,As new
8307,20143410,9300,289000,apartment,3.0,111.0,0,0,1,,,0,Good
4494,20172670,8720,289000,house,3.0,156.0,0,0,1,,,0,Just renovated
5909,20238067,8450,289000,apartment,2.0,80.0,0,1,1,,,0,As new
3218,20223232,9000,289000,house,2.0,58.0,1,0,1,,,0,Good
1152,20206492,4100,289000,house,3.0,164.0,1,0,1,20.0,140.0,0,As new
5355,20201069,2500,289000,apartment,2.0,91.0,1,0,1,11.0,,0,Just renovated
7678,20213480,9100,289000,apartment,3.0,108.0,0,0,1,,,0,Good
7674,20204279,9000,289000,apartment,1.0,52.0,1,0,1,,,0,Just renovated
9731,10357608,1040,289000,apartment,1.0,79.0,0,0,1,,,0,Good
7101,20218083,2830,289000,apartment,2.0,100.0,0,0,1,8.0,,0,Just renovated
580,20230673,4400,289000,house,2.0,70.0,1,0,1,,100.0,0,Just renovated
4794,11352994,9290,289000,house,3.0,154.0,1,0,1,,,0,Good
7339,20166534,2600,289000,apartment,2.0,90.0,0,0,1,17.0,,0,To renovate
4792,20150193,4520,289000,house,4.0,191.0,1,0,1,22.0,163.0,0,Good
828,20238448,9185,289000,house,2.0,125.0,1,0,1,,160.0,0,As new
9499,20221866,2018,289000,apartment,1.0,64.0,0,0,1,,,0,As new
1650,20241972,4040,289000,house,3.0,190.0,0,0,1,16.0,,0,Just renovated
103,20227569,4020,289000,house,4.0,211.0,1,0,1,15.0,,0,Good
8306,11392113,8400,289000,apartment,2.0,86.0,0,0,1,,,0,Good
10441,20001734,1120,289000,apartment,2.0,91.0,1,0,1,3.0,,0,Good
4948,20178892,9300,289000,house,3.0,128.0,1,0,1,,,0,Good
9623,20203797,1800,289000,apartment,2.0,84.0,1,0,1,,,0,Good
6268,20209141,1140,289000,apartment,2.0,80.0,0,0,1,,,0,Just renovated
9732,20056440,8450,289000,apartment,2.0,84.0,1,0,1,,,0,Good
827,20238449,9185,289000,house,2.0,125.0,1,0,1,,160.0,0,As new
6435,20165955,2018,289000,apartment,2.0,80.0,1,0,1,,,0,Good
10107,20141598,1030,289000,apartment,2.0,98.0,0,0,1,8.0,,0,To be done up
6070,20245618,8400,289000,apartment,2.0,80.0,1,0,1,1.0,,0,As new
5953,20243479,9190,289000,apartment,2.0,105.0,0,0,1,,6.0,0,As new
1343,20221885,9620,289000,house,3.0,183.0,1,0,1,33.0,400.0,0,To renovate
9344,20236991,9300,289000,apartment,2.0,105.0,0,0,1,,,0,Good
5262,20157206,9320,289000,house,3.0,180.0,1,0,1,,,0,To renovate
9733,20000356,8830,289000,apartment,2.0,107.0,0,0,1,,22.0,0,Good
10232,20243738,6700,289000,apartment,3.0,110.0,1,0,1,,,0,Good
8855,20155581,1210,289000,apartment,1.0,62.0,0,0,1,,,0,As new
7422,11432386,2570,289000,apartment,2.0,81.0,1,0,1,10.0,,0,Just renovated
7421,11072032,1170,289000,apartment,2.0,97.0,0,0,1,8.0,,0,To be done up
3597,20227120,3128,289000,house,2.0,151.0,0,0,1,,,0,To be done up
4725,20075886,2040,289000,house,2.0,108.0,1,0,1,16.0,650.0,0,Good
8810,20238205,8370,289000,apartment,2.0,85.0,0,0,1,,,0,Good
2091,20244694,2660,289000,house,3.0,120.0,1,0,1,,55.0,0,To be done up
9102,20210263,2000,289000,apartment,1.0,61.0,0,0,1,,,0,Just renovated
2207,11485123,8420,289000,house,3.0,91.0,0,0,1,,,0,Good
5333,20227281,2600,289000,apartment,2.0,86.0,1,0,1,11.0,,0,Just renovated
4726,11489594,6990,289000,house,2.0,122.0,0,0,1,50.0,1406.0,0,Good
6180,20209526,2640,289000,apartment,1.0,69.0,1,0,1,,51.0,0,Just renovated
1619,20213850,4030,289000,house,4.0,158.0,0,0,1,14.0,207.0,0,To be done up
9404,20149589,8830,289000,apartment,2.0,107.0,0,0,1,,22.0,0,Good
4479,20139314,8400,289000,house,3.0,138.0,0,0,1,55.0,,0,Good
4480,20122389,8400,289000,house,6.0,187.0,0,0,1,30.0,50.0,0,Just renovated
5356,20201050,2500,289000,apartment,2.0,91.0,1,0,1,11.0,,0,Just renovated
3089,20219884,9300,289000,house,3.0,136.0,0,0,1,,30.0,0,Just renovated
4481,20053679,8770,289000,house,3.0,275.0,1,0,1,,,0,To be done up
7240,20194184,7190,289000,apartment,4.0,109.0,1,0,1,,,0,Good
1360,20179951,2040,289000,house,3.0,152.0,1,0,1,,751.0,0,To renovate
8403,20191337,2640,289000,apartment,2.0,95.0,0,0,1,8.0,,0,As new
6069,20245620,8400,289000,apartment,2.0,80.0,1,0,1,1.0,,0,As new
4793,20122024,8530,289000,house,4.0,198.0,0,0,1,,,0,Just renovated
5666,20228322,1070,289000,apartment,2.0,75.0,1,0,1,10.0,,0,As new
2892,11419832,2830,288000,house,4.0,166.0,0,0,1,,148.0,0,Good
9873,20210278,9000,287500,apartment,1.0,69.0,0,0,1,3.0,,0,Good
7771,11093743,3580,287000,apartment,2.0,97.0,0,0,1,,,0,Good
9403,20106566,2600,287000,apartment,2.0,84.0,0,0,1,5.0,,0,Good
7420,10142714,1780,287000,apartment,3.0,115.0,0,0,1,6.0,,0,As new
10133,11024054,9800,287000,apartment,2.0,97.0,1,0,1,4.0,,0,Good
2520,20096075,9940,287000,house,3.0,144.0,0,0,1,,189.0,0,Good
5330,20240232,8450,286500,apartment,2.0,79.0,0,0,1,22.0,,0,Good
4145,11395939,7740,286000,house,4.0,185.0,0,0,1,,521.0,0,Good
2556,20235007,6800,285000,house,4.0,160.0,1,0,1,1.0,1.0,0,As new
2544,20189419,1400,285000,house,3.0,142.0,0,0,1,,,0,To be done up
9644,20189785,9800,285000,apartment,1.0,85.0,1,0,1,11.0,,0,Good
4642,20221595,7911,285000,house,4.0,205.0,0,0,1,,,0,Just renovated
1331,20196352,4460,285000,house,3.0,105.0,1,0,1,40.0,160.0,0,Just renovated
1341,20223107,8930,285000,house,4.0,165.0,0,0,1,10.0,200.0,0,To renovate
1342,20186447,9600,285000,house,2.0,150.0,1,0,1,,,0,Good
7119,20040372,8370,285000,apartment,2.0,72.0,0,1,1,,,0,Good
7788,20190731,9551,285000,apartment,3.0,180.0,0,0,1,,,0,Good
5716,20246469,1030,285000,apartment,1.0,55.0,1,0,1,,,0,As new
5692,20215667,1000,285000,apartment,2.0,80.0,0,0,1,,,0,Good
7457,20133111,9000,285000,apartment,1.0,68.0,0,0,1,13.0,1.0,0,Good
5261,20010321,4520,285000,house,3.0,122.0,0,0,1,15.0,415.0,0,Good
1301,20237285,4030,285000,house,3.0,147.0,1,0,1,30.0,920.0,1,Good
5530,20201049,2500,285000,apartment,2.0,114.0,1,0,1,31.0,31.0,0,Just renovated
764,20243548,1570,285000,house,3.0,162.0,1,0,1,,,0,To be done up
733,20223040,5030,285000,house,3.0,187.0,0,0,1,,1080.0,0,To renovate
5516,20217904,9940,285000,apartment,2.0,89.0,1,0,1,,,0,Just renovated
7374,20218417,9000,285000,apartment,1.0,68.0,0,0,1,,,0,Good
6006,20142637,1000,285000,apartment,1.0,79.0,1,0,1,,,0,Good
8349,20149557,8870,285000,apartment,2.0,89.0,0,0,1,,,0,Good
5795,20217864,9060,285000,apartment,2.0,95.0,0,0,1,,,0,Good
7790,20207097,1830,285000,apartment,2.0,80.0,0,0,1,,,0,Good
2637,20246509,8310,285000,house,2.0,101.0,0,0,1,,,0,Good
8350,20149558,8870,285000,apartment,2.0,89.0,0,0,1,,,0,Good
8348,11362838,8380,285000,apartment,2.0,98.0,1,0,1,,,0,Good
6007,20142604,1000,285000,apartment,1.0,79.0,1,0,1,,,0,As new
3971,20246795,2960,285000,house,3.0,161.0,0,0,1,,380.0,0,To renovate
10178,11473314,4000,285000,apartment,3.0,152.0,1,0,1,5.0,,0,To be done up
9402,20094832,1190,285000,apartment,2.0,91.0,0,0,1,6.0,,0,Good
7155,11315754,1000,285000,apartment,1.0,79.0,1,0,1,,,0,Good
1171,20221692,9400,285000,house,3.0,125.0,1,0,1,15.0,50.0,0,Just renovated
4478,20111626,8830,285000,house,4.0,163.0,1,0,1,,,0,To renovate
2106,20240137,8530,285000,house,3.0,218.0,0,0,1,,,0,Good
2991,20232459,3920,285000,house,3.0,148.0,0,0,1,,,0,Good
8347,11407551,6790,285000,apartment,2.0,84.0,1,0,1,75.0,,0,Good
6768,20246510,8310,285000,apartment,2.0,101.0,0,0,1,,,0,Good
2228,20220799,8770,285000,house,3.0,150.0,0,0,1,,,1,To be done up
5326,20243340,5640,285000,apartment,3.0,135.0,0,0,1,10.0,165.0,0,As new
8174,20142880,9940,285000,apartment,2.0,89.0,1,0,1,,,0,Just renovated
8173,20132834,1000,285000,apartment,1.0,65.0,0,1,1,5.0,,0,As new
916,20234764,4400,285000,house,3.0,135.0,0,1,1,10.0,50.0,0,As new
896,20244113,4537,285000,house,3.0,120.0,1,0,1,,,0,Just renovated
1901,20013889,1420,285000,house,3.0,140.0,1,0,1,21.0,128.0,0,To renovate
587,20236912,4430,285000,house,3.0,160.0,0,0,1,65.0,,0,To be done up
897,20244112,4537,285000,house,3.0,120.0,1,0,1,,,0,Just renovated
8102,20146328,1300,285000,apartment,1.0,82.0,0,0,1,10.0,,0,As new
228,20210810,9320,285000,house,3.0,131.0,0,0,1,,,0,To renovate
842,20228235,7760,285000,house,3.0,150.0,1,0,1,,,0,Just renovated
6767,20246511,8000,285000,apartment,2.0,101.0,0,0,1,,,0,Good
5148,20205839,9840,285000,house,2.0,122.0,0,0,1,20.0,496.0,0,Good
5147,20206652,9000,285000,house,2.0,60.0,0,0,1,,22.0,0,Just renovated
8065,20013885,1420,285000,apartment,2.0,94.0,1,0,1,4.0,,0,Good
8063,10974984,1030,285000,apartment,1.0,86.0,1,0,1,2.0,,0,As new
6808,20221577,1080,285000,apartment,3.0,105.0,1,0,1,5.0,,0,Good
6394,20142697,1000,285000,apartment,1.0,79.0,1,0,1,,,0,Good
1855,20217948,8650,285000,house,6.0,234.0,0,0,1,,,0,To renovate
6993,20233551,1020,285000,apartment,3.0,102.0,0,0,1,25.0,,0,As new
6420,20230990,1200,285000,apartment,2.0,76.0,1,0,1,16.0,,0,Good
6159,20232059,1000,285000,apartment,2.0,76.0,0,1,1,,,0,Good
7338,11305939,9620,285000,apartment,3.0,115.0,0,0,1,,,0,Good
1057,20244087,4280,285000,house,5.0,350.0,0,0,1,40.0,967.0,0,To renovate
1773,20243309,9520,285000,house,2.0,111.0,1,0,1,,,0,Good
618,20243513,9600,285000,house,4.0,160.0,1,0,1,,,0,Just renovated
9836,20117320,2140,285000,apartment,2.0,106.0,1,0,1,6.0,,0,Good
9271,10899556,9800,285000,apartment,2.0,91.0,1,0,1,4.0,,0,Good
10440,20112378,4400,285000,apartment,5.0,250.0,0,0,1,90.0,,0,Good
10376,11078247,5530,285000,apartment,3.0,116.0,1,0,1,9.0,,0,Just renovated
6373,20239182,2018,284900,apartment,2.0,92.0,1,0,1,4.0,,0,As new
8853,20197973,1090,284500,apartment,1.0,82.0,0,0,1,,,0,As new
6371,20242791,8610,284400,apartment,2.0,106.0,1,0,1,28.0,,0,Good
8094,20234486,2800,284000,apartment,1.0,54.0,1,0,1,10.0,,0,Just renovated
26,20221782,2100,284000,house,3.0,89.0,0,0,1,3.0,97.0,0,To be done up
5860,20188985,2100,284000,apartment,3.0,89.0,0,0,1,3.0,97.0,0,To be done up
3298,11394668,2890,284000,house,3.0,139.0,1,0,1,,,0,Good
9401,20003473,1700,284000,apartment,1.0,73.0,1,0,1,9.0,,0,Good
3299,20039698,4100,284000,house,4.0,130.0,0,0,1,15.0,700.0,0,Good
6062,20235875,3270,284000,apartment,2.0,85.0,1,0,1,14.0,,0,Good
753,20232250,7100,284000,house,3.0,155.0,1,0,1,25.0,,0,To renovate
10177,11466730,2070,283000,apartment,2.0,85.0,0,0,1,18.0,,0,As new
6230,20244000,9190,282000,apartment,2.0,88.0,0,0,1,17.0,,0,As new
10375,10671262,8540,281154,apartment,2.0,86.0,0,0,1,6.0,,0,Good
7334,11396162,1030,280000,apartment,2.0,99.0,0,0,1,,,0,As new
7336,11391940,2140,280000,apartment,2.0,84.0,0,0,1,155.0,155.0,0,To renovate
1203,20230009,9940,280000,house,3.0,164.0,1,0,1,,,0,To renovate
7335,11391942,2100,280000,apartment,2.0,84.0,0,0,1,155.0,155.0,0,To renovate
7337,11391941,2600,280000,apartment,2.0,84.0,0,0,1,155.0,155.0,0,To renovate
2411,10924605,7060,280000,house,2.0,120.0,0,0,1,,,0,To be done up
2393,20236508,6600,280000,house,4.0,174.0,0,0,1,,,0,Good
5260,11451560,9900,280000,house,3.0,119.0,1,0,1,,,0,To renovate
6087,20231227,4950,280000,apartment,3.0,129.0,1,0,1,3749.0,60.0,0,As new
1871,20184359,6200,280000,house,3.0,195.0,0,0,1,,800.0,1,To renovate
9096,20104558,1190,280000,apartment,1.0,72.0,0,0,1,2.0,,0,Good
7769,11093747,3580,280000,apartment,2.0,97.0,0,0,1,,,0,Good
8580,20210133,1932,280000,apartment,2.0,84.0,1,0,1,10.0,,1,Good
2105,20242260,7070,280000,house,4.0,167.0,1,0,1,,,0,Good
7932,11491453,8430,280000,apartment,2.0,84.0,1,0,1,,,0,Good
3016,11399214,6600,280000,house,3.0,151.0,1,0,1,,608.0,0,Good
8546,20139240,8434,280000,apartment,1.0,71.0,0,1,1,,,0,Just renovated
5507,20210030,1932,280000,apartment,2.0,86.0,0,0,1,16.0,,1,Good
5532,20224792,9750,280000,apartment,2.0,107.0,0,0,1,,,0,Good
7109,20157784,1200,280000,apartment,2.0,84.0,0,0,1,7.0,,0,To renovate
368,20217424,6780,280000,house,2.0,102.0,0,0,1,45.0,,0,To renovate
9357,20179324,1020,280000,apartment,2.0,89.0,0,0,1,6.0,,0,As new
5982,20243167,9000,280000,apartment,2.0,76.0,0,0,1,12.0,,0,As new
7388,20206179,4500,280000,apartment,2.0,104.0,0,0,1,9.0,,0,Good
6351,20200624,1081,280000,apartment,3.0,120.0,0,0,1,8.0,,0,To be done up
1985,20231740,1755,280000,house,3.0,240.0,0,0,1,,,0,To be done up
1986,20231739,1755,280000,house,3.0,240.0,0,0,1,,,0,To be done up
10132,10929356,9800,280000,apartment,2.0,91.0,1,0,1,8.0,,0,Good
7770,11077114,3580,280000,apartment,2.0,97.0,0,0,1,,,0,Good
9125,11198423,1083,280000,apartment,1.0,71.0,0,0,1,7.0,,0,As new
9124,11146263,1082,280000,apartment,1.0,71.0,0,0,1,7.0,,0,As new
986,20243618,7020,280000,house,4.0,190.0,1,0,1,,,0,Good
7662,20180500,2900,279900,apartment,1.0,93.0,1,0,1,,12.0,0,As new
2078,20082023,2660,279900,house,3.0,120.0,0,0,1,,40.0,0,To be done up
5259,20170522,2020,279900,house,3.0,160.0,0,0,1,,40.0,0,To renovate
2891,20117543,2060,279900,house,4.0,125.0,1,0,1,,,0,Good
7867,20105287,9550,279500,apartment,2.0,110.0,1,0,1,20.0,,0,Good
1437,20195469,2660,279500,house,3.0,105.0,1,0,1,,25.0,0,As new
2241,20228918,4500,279500,house,3.0,175.0,0,0,1,25.0,270.0,0,Good
7154,20144667,2060,279500,apartment,2.0,92.0,1,0,1,30.0,,0,Good
8062,20085299,9050,279000,apartment,2.0,82.0,1,0,1,4.0,,0,Good
6273,20243046,9700,279000,apartment,2.0,85.0,0,0,1,3.0,,0,Good
1878,10518422,9200,279000,house,4.0,220.0,0,0,1,,,0,To renovate
1877,10525877,9200,279000,house,4.0,220.0,0,0,1,,,0,To renovate
1237,20245402,9500,279000,house,3.0,224.0,0,0,1,80.0,500.0,0,To be done up
655,20243737,8580,279000,house,3.0,149.0,0,0,1,,,0,Good
5415,20202039,2500,279000,apartment,2.0,77.0,1,0,1,25.0,,0,Just renovated
1471,20229570,9600,279000,house,5.0,180.0,1,0,1,,,0,Good
305,20230260,4101,279000,house,4.0,101.0,1,0,1,14.0,100.0,0,As new
256,20234758,5002,279000,house,4.0,279.0,0,0,1,20.0,,0,To renovate
5652,20232796,8400,279000,apartment,2.0,98.0,0,0,1,5.0,,0,Good
915,20233264,4680,279000,house,3.0,149.0,1,0,1,67.0,525.0,0,Good
1093,20246486,1790,279000,house,3.0,182.0,0,0,1,22.0,,0,Just renovated
6055,20240723,1140,279000,apartment,1.0,76.0,0,0,1,,,0,As new
5398,20038458,2300,279000,apartment,2.0,84.0,1,0,1,,52.0,0,Just renovated
7192,20091821,1970,279000,apartment,1.0,82.0,0,0,1,60.0,,0,Good
5397,20038465,2300,279000,apartment,2.0,84.0,1,0,1,,52.0,0,Just renovated
6061,20235877,3270,279000,apartment,2.0,85.0,1,0,1,14.0,,0,Good
2086,20192230,4032,279000,house,4.0,290.0,1,0,1,36.0,180.0,0,Good
6981,20214640,8420,279000,apartment,3.0,90.0,1,0,1,,,0,To be done up
4724,11428225,6800,279000,house,3.0,100.0,1,0,1,25.0,250.0,0,To be done up
8304,20000719,2880,279000,apartment,3.0,104.0,0,0,1,,,0,Good
10373,20165636,1070,279000,apartment,3.0,106.0,0,0,1,21.0,,0,To be done up
9260,20186392,9470,279000,apartment,2.0,105.0,0,0,1,35.0,,0,As new
6262,20186475,8790,279000,apartment,2.0,115.0,1,0,1,,,0,Good
4947,20245484,8500,279000,house,4.0,155.0,0,0,1,10.0,45.0,0,As new
2890,11428297,4020,279000,house,3.0,168.0,1,0,1,34.0,217.0,0,Good
8305,20149592,8830,279000,apartment,2.0,107.0,0,0,1,7.0,,0,Good
6826,20207869,9820,279000,apartment,2.0,105.0,1,0,1,,,0,To be done up
9833,20189482,4600,279000,apartment,2.0,109.0,0,0,1,8.0,,0,As new
9832,20134439,2660,279000,apartment,2.0,85.0,0,0,1,70.0,,0,As new
9834,9669072,9700,279000,apartment,1.0,92.0,0,0,1,,,0,Good
5090,20238483,8800,279000,house,3.0,114.0,1,0,1,,,0,Good
5819,20102136,1000,279000,apartment,2.0,75.0,0,0,1,10.0,,0,Good
7118,11455749,1800,279000,apartment,2.0,100.0,0,0,1,6.0,,0,Good
6473,11115678,2830,279000,apartment,3.0,130.0,1,0,1,8.0,,0,Good
10176,20153988,9450,279000,apartment,2.0,100.0,0,0,1,,,0,Good
8930,20242228,9300,279000,apartment,2.0,90.0,1,0,1,,,0,Good
6110,20228760,2640,279000,apartment,3.0,97.0,0,0,1,,,0,Good
2935,20178766,2800,279000,house,3.0,135.0,1,0,1,,,0,To renovate
2152,20234011,8630,279000,house,5.0,174.0,0,0,1,,80.0,0,To renovate
8346,20133270,8710,279000,apartment,2.0,103.0,1,1,1,11.0,,0,Good
1354,20194157,6224,279000,house,4.0,236.0,0,0,1,18.0,368.0,0,Good
8345,11391699,8620,279000,apartment,1.0,46.0,0,0,1,,,0,Good
6472,11478845,1070,279000,apartment,1.0,87.0,0,0,1,17.0,,0,As new
8545,20184153,2600,279000,apartment,3.0,85.0,0,0,1,5.0,,0,Just renovated
9558,20151724,1070,279000,apartment,2.0,91.0,0,0,1,,,0,Good
5904,20220625,2930,279000,apartment,2.0,91.0,1,0,1,12.0,,0,Just renovated
5843,20220544,2640,279000,apartment,1.0,89.0,0,0,1,16.0,100.0,0,Just renovated
10175,20000355,8830,279000,apartment,2.0,107.0,0,0,1,7.0,,0,Good
10174,8318012,8700,279000,apartment,2.0,70.0,1,0,1,,,0,Good
2374,20225555,5500,279000,house,3.0,155.0,0,0,1,16.0,1868.0,0,Good
9356,20177754,1090,279000,apartment,2.0,85.0,1,0,1,,,0,As new
7419,20000596,2570,279000,apartment,1.0,87.0,1,0,1,7.0,,0,Just renovated
1765,20003173,4400,279000,house,3.0,130.0,1,0,1,40.0,440.0,0,Just renovated
5279,20245246,2640,279000,apartment,2.0,110.0,0,0,1,20.0,200.0,0,Just renovated
9314,20140164,8200,279000,apartment,3.0,139.0,0,0,1,,,0,Good
3998,20067593,8460,279000,house,3.0,197.0,0,0,1,,,0,To be done up
4909,20243515,8560,279000,house,2.0,143.0,1,0,1,21.0,107.0,0,As new
4910,20240544,9320,279000,house,2.0,140.0,0,0,1,10.0,50.0,0,Just renovated
9193,20137159,1120,279000,apartment,2.0,100.0,1,0,1,8.0,,0,Good
5258,20153907,3840,279000,house,4.0,232.0,0,0,1,,,0,Just renovated
708,20242578,8551,279000,house,3.0,150.0,1,0,1,,,0,Good
1014,20217927,9820,279000,house,2.0,105.0,1,0,1,,,0,To be done up
2465,20232945,8480,279000,house,4.0,236.0,0,0,1,,,0,As new
1214,20225254,8400,278000,house,3.0,138.0,0,0,1,55.0,,0,Good
7333,20162956,9090,278000,apartment,2.0,96.0,1,0,1,8.0,,0,Good
8544,20155103,9600,278000,apartment,2.0,97.0,1,0,1,,121.0,0,Good
3055,20221214,8460,278000,house,5.0,224.0,0,0,1,,,0,To be done up
10372,10671252,8540,277196,apartment,2.0,95.0,0,0,1,23.0,,0,Good
9270,11024061,9800,277000,apartment,2.0,91.0,1,0,1,4.0,,0,Good
10371,11078305,5530,276000,apartment,2.0,113.0,1,0,1,13.0,,0,Just renovated
33,20238309,9750,275000,house,3.0,175.0,0,0,1,,,0,To renovate
7071,20189518,1470,275000,apartment,2.0,102.0,0,0,1,8.0,,0,As new
8900,20233591,1082,275000,apartment,2.0,77.0,0,0,1,23.0,,0,As new
7494,20210134,1030,275000,apartment,2.0,116.0,0,0,1,,,0,Good
3707,20205129,9130,275000,house,3.0,175.0,0,0,1,,,0,Good
7239,20205244,1060,275000,apartment,3.0,135.0,0,0,1,,,0,To renovate
5903,20221381,2000,275000,apartment,1.0,60.0,1,0,1,10.0,,0,Just renovated
1764,10913378,9060,275000,house,2.0,210.0,1,0,1,80.0,1.0,0,To renovate
7687,20231982,6280,275000,apartment,2.0,105.0,1,0,1,,,0,Good
1105,20172799,4480,275000,house,4.0,152.0,1,0,1,27.0,559.0,0,Good
5915,20199477,1150,275000,apartment,2.0,80.0,0,0,1,10.0,,0,Good
3015,20093184,6920,275000,house,4.0,230.0,0,0,1,20.0,910.0,0,To be done up
2937,20181009,1851,275000,house,2.0,185.0,0,0,1,,,0,To renovate
6122,20218439,8500,275000,apartment,2.0,103.0,0,0,1,,,0,Good
1783,20222268,9690,275000,house,6.0,465.0,0,0,1,,,0,To renovate
5194,20212970,9506,275000,house,3.0,190.0,1,0,1,,,0,To be done up
5193,20212982,9506,275000,house,3.0,190.0,1,0,1,,,0,To be done up
4477,20083650,9042,275000,house,2.0,118.0,0,0,1,,,0,To renovate
337,20246805,9500,275000,house,4.0,202.0,1,0,1,,,0,Good
5361,20218310,6700,275000,apartment,2.0,88.0,0,0,1,5.0,,0,Good
8852,20245838,1300,275000,apartment,2.0,95.0,1,0,1,,,0,Good
5257,11487997,9400,275000,house,4.0,214.0,0,0,1,,,0,To renovate
5882,20235140,4460,275000,apartment,2.0,173.0,0,0,1,10.0,,0,Just renovated
398,20238331,4670,275000,house,3.0,162.0,1,0,1,75.0,522.0,0,Good
4476,20157553,8470,275000,house,5.0,168.0,0,0,1,,260.0,0,To be done up
9557,20196922,8430,275000,apartment,2.0,84.0,1,0,1,8.0,,0,Good
4514,20234769,1390,275000,house,3.0,230.0,1,0,1,,,0,To renovate
1124,20234512,1450,275000,house,6.0,302.0,0,0,1,36.0,151.0,0,To renovate
7277,20132976,4500,275000,apartment,2.0,87.0,1,0,1,10.0,20.0,0,As new
6097,20223848,9940,275000,apartment,2.0,83.0,1,0,1,17.0,,0,Good
1900,20146240,6220,275000,house,4.0,148.0,0,0,1,20.0,100.0,0,Good
7652,20188284,9200,275000,apartment,2.0,131.0,1,0,1,8.0,,0,Good
1782,20221822,9420,275000,house,3.0,165.0,1,0,1,,,0,To be done up
943,20246804,9500,275000,house,3.0,138.0,1,0,1,17.0,,0,Good
