Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition
9333,20135745,8300,999999,apartment,2.0,118.0,0,0,1,,,0,As new
1737,20206578,4140,999999,house,13.0,778.0,1,0,1,443.0,,0,Good
7967,20135600,8300,999999,apartment,2.0,118.0,0,0,1,,,0,As new
2563,20234889,1851,999000,house,4.0,345.0,1,1,1,15.0,,0,Good
5435,20215434,1160,997000,apartment,3.0,144.0,0,0,1,43.0,,0,As new
1004,20226523,8420,995000,house,4.0,568.0,0,0,1,,,0,Good
2136,20207321,1150,995000,house,5.0,339.0,0,0,1,,,0,As new
6077,20238340,1040,995000,apartment,3.0,220.0,0,0,1,25.0,,0,As new
2747,20161968,2000,995000,house,5.0,398.0,1,0,1,13.0,78.0,0,Good
8480,10626636,8301,995000,apartment,3.0,100.0,0,0,1,,,0,As new
8479,20007558,8300,995000,apartment,2.0,67.0,0,0,1,,,0,Good
8655,11040394,1150,995000,apartment,3.0,185.0,0,0,1,14.0,82.0,0,As new
200,20144173,1180,995000,house,6.0,294.0,1,0,1,120.0,240.0,0,Good
3878,10803929,8500,995000,house,3.0,260.0,0,0,1,40.0,,0,As new
1826,20237694,9000,995000,house,4.0,403.0,0,0,1,,,0,As new
1175,20221420,1160,995000,house,5.0,265.0,0,0,1,,500.0,0,To be done up
6640,20168762,1180,995000,apartment,5.0,400.0,1,0,1,88.0,370.0,0,To be done up
931,20246669,1200,995000,house,5.0,298.0,0,0,1,7.0,45.0,0,As new
2704,11434981,1950,995000,house,4.0,243.0,0,0,1,24.0,500.0,0,As new
785,20246454,3910,995000,house,4.0,454.0,0,0,1,,,0,As new
227,20227443,8420,995000,house,4.0,568.0,0,0,1,,,0,Good
4563,20217685,2970,995000,house,4.0,508.0,0,0,1,70.0,2160.0,0,Good
2688,20168763,1180,995000,house,5.0,400.0,1,0,1,88.0,370.0,0,To be done up
548,20214988,9270,995000,house,5.0,425.0,1,0,1,,,0,To be done up
7311,11272201,1040,995000,apartment,3.0,220.0,0,0,1,25.0,,0,Just renovated
2662,20217961,3700,995000,house,5.0,713.0,0,0,1,,,0,As new
1320,20240751,8000,995000,house,4.0,282.0,1,0,1,,,0,As new
1922,20214311,8730,995000,house,4.0,300.0,0,0,1,,,0,Good
2473,20232438,3140,995000,house,8.0,470.0,0,0,1,,,0,As new
773,20211059,9080,995000,house,3.0,441.0,0,0,1,,,1,As new
1957,20240938,2360,995000,house,4.0,425.0,0,0,1,,,0,As new
5124,20190523,3212,995000,house,4.0,294.0,0,0,1,,,0,As new
5057,20195188,3210,995000,house,4.0,294.0,0,0,1,,,0,As new
137,20246412,1200,995000,house,4.0,221.0,0,0,1,7.0,45.0,0,As new
3386,20235171,1180,995000,house,6.0,268.0,1,0,1,100.0,234.0,0,Good
4594,20221485,1150,995000,house,5.0,265.0,1,0,1,16.0,450.0,0,To renovate
8128,20030690,8300,995000,apartment,2.0,89.0,0,0,1,,,0,Just renovated
9190,20022851,1150,995000,apartment,3.0,184.0,0,0,1,5.0,96.0,0,As new
8141,11484997,8300,995000,apartment,2.0,68.0,0,1,1,,,0,Just renovated
6788,11085578,8300,995000,apartment,2.0,70.0,0,1,1,,,0,Good
6789,11275857,8300,995000,apartment,3.0,103.0,0,0,1,,,0,As new
8127,11468221,8300,995000,apartment,2.0,70.0,0,0,1,50.0,,0,Just renovated
3491,20164224,8800,995000,house,5.0,550.0,0,0,1,,,0,Good
8997,20140686,1180,995000,apartment,5.0,288.0,0,0,1,65.0,,0,As new
6444,11040240,8300,995000,apartment,2.0,70.0,0,1,1,50.0,,0,Just renovated
4094,10462599,1150,995000,house,4.0,220.0,1,0,1,15.0,145.0,0,As new
4095,20006476,3910,995000,house,5.0,725.0,0,0,1,,,1,Good
4096,20020854,9860,995000,house,4.0,360.0,0,0,1,,,0,Just renovated
7377,20221119,8300,995000,apartment,3.0,90.0,0,0,1,,,0,As new
4093,11397487,1380,990000,house,3.0,256.0,0,0,1,50.0,1100.0,1,As new
725,20189412,1180,990000,house,4.0,259.0,1,0,1,20.0,150.0,0,As new
6787,20149743,1180,990000,apartment,5.0,223.0,0,0,1,75.0,,0,To renovate
1548,20231363,7322,990000,house,5.0,436.0,0,1,1,,3600.0,1,As new
3677,11452561,1150,990000,house,7.0,305.0,1,0,1,,1.0,0,To renovate
1735,20197911,1950,990000,house,3.0,321.0,1,0,1,20.0,700.0,0,To be done up
628,20233589,1020,990000,house,4.0,470.0,0,0,1,,,0,Good
8654,11219361,1180,990000,apartment,3.0,247.0,0,0,1,31.0,,0,As new
1767,20139673,2018,985000,house,5.0,415.0,0,0,1,,87.0,0,Good
2341,20215677,1160,985000,house,6.0,450.0,0,0,1,,90.0,0,Good
2082,20232817,1190,985000,house,4.0,303.0,0,0,1,8.0,55.0,0,As new
1245,20225786,2840,985000,house,4.0,250.0,0,0,1,,,1,Good
10025,20214083,1050,980000,apartment,3.0,206.0,0,0,1,,,1,Good
7702,20150529,1180,980000,apartment,2.0,140.0,0,0,1,30.0,,0,As new
9189,11396725,1050,980000,apartment,2.0,141.0,0,0,1,3.0,,0,As new
9480,20022853,1180,980000,apartment,2.0,140.0,0,0,1,30.0,,0,As new
297,20159608,1950,980000,house,5.0,245.0,0,0,1,15.0,660.0,0,Good
2081,20204441,1380,980000,house,6.0,343.0,0,0,1,,,0,To be done up
10217,20081859,1050,980000,apartment,4.0,270.0,1,0,1,4.0,,0,To renovate
8125,20120307,1000,980000,apartment,4.0,307.0,0,0,1,10.0,,0,To renovate
8126,20120273,1050,980000,apartment,4.0,307.0,0,0,1,10.0,,0,To renovate
1521,20229227,9620,980000,house,4.0,430.0,0,0,1,,,0,As new
4573,20197380,4900,979000,house,4.0,300.0,1,0,1,,,0,As new
136,20236654,1640,975000,house,7.0,465.0,0,0,1,,477.0,0,Good
134,20236655,1410,975000,house,7.0,465.0,0,0,1,,477.0,0,Good
135,20236653,1420,975000,house,7.0,465.0,0,0,1,,477.0,0,Good
7366,20190525,3020,975000,apartment,3.0,173.0,0,0,1,220.0,,0,As new
2703,11474182,1341,975000,house,5.0,452.0,1,0,1,71.0,7043.0,0,Good
8019,20066595,8620,975000,apartment,2.0,92.0,0,1,1,,,0,As new
10216,20068787,8300,975000,apartment,3.0,110.0,0,0,1,,,0,As new
3584,20143919,9630,975000,house,6.0,615.0,0,0,1,,,1,As new
2651,20240153,8620,975000,house,3.0,155.0,1,1,1,,,0,To renovate
4752,11389828,6700,975000,house,5.0,506.0,1,0,1,,,0,Good
7820,20226905,1050,975000,apartment,3.0,204.0,0,0,1,25.0,,0,As new
8290,20065846,8300,975000,apartment,3.0,110.0,0,0,1,,,0,Just renovated
3111,20200985,6700,975000,house,7.0,370.0,0,0,1,40.0,1000.0,0,As new
7819,20226904,1000,975000,apartment,3.0,204.0,0,0,1,25.0,,0,As new
6663,20196255,8300,975000,apartment,3.0,110.0,0,1,1,,,0,Good
10336,11443930,8300,975000,apartment,2.0,112.0,0,0,1,,,0,Just renovated
2792,20132489,4053,970000,house,4.0,305.0,1,0,1,20.0,1060.0,1,As new
5546,20221779,8301,970000,apartment,2.0,117.0,1,0,1,,,0,Good
1288,20243942,9160,969000,house,3.0,190.0,0,0,1,20.0,20000.0,0,To be done up
583,20231229,1150,965000,house,6.0,225.0,0,0,1,30.0,250.0,0,Good
394,20193110,1050,955000,house,5.0,395.0,0,0,1,,100.0,0,To renovate
5957,20243520,8300,955000,apartment,2.0,65.0,0,0,1,,,0,As new
2562,20205429,9860,950000,house,5.0,982.0,0,0,1,,,0,Good
5676,20213021,8300,950000,apartment,1.0,72.0,0,0,1,,,0,To renovate
199,20191048,1970,950000,house,4.0,240.0,0,0,1,,420.0,0,Good
5381,20233310,1050,950000,apartment,3.0,223.0,0,0,1,13.0,,0,As new
229,20229362,1180,950000,house,4.0,193.0,1,0,1,1.0,150.0,0,As new
7723,20212729,2000,950000,apartment,3.0,183.0,0,0,1,86.0,,0,As new
1536,20234548,1150,950000,house,5.0,271.0,1,0,1,25.0,,0,Good
5025,20162378,1495,950000,house,4.0,278.0,0,0,1,81.0,2950.0,1,As new
1636,20128641,3600,949000,house,4.0,419.0,0,0,1,,,1,As new
4955,20176963,9080,949000,house,4.0,415.0,1,0,1,,,0,As new
4092,11440849,2160,949000,house,2.0,793.0,0,0,1,,,0,Good
4091,10799372,1160,945000,house,5.0,251.0,0,0,1,15.0,62.0,0,As new
509,20243794,8300,945000,house,4.0,158.0,0,0,1,,,0,Just renovated
173,20230482,1650,945000,house,4.0,465.0,0,0,1,,,0,Good
5831,20242087,1000,945000,apartment,3.0,280.0,0,0,1,,,0,Good
174,20230386,1755,945000,house,4.0,465.0,0,0,1,,,0,Good
6419,20243856,8670,945000,apartment,2.0,76.0,0,0,1,,,0,As new
6236,20241779,8300,945000,apartment,3.0,100.0,0,0,1,,,0,Just renovated
1837,20214460,8301,945000,house,4.0,353.0,1,0,1,219.0,219.0,0,Just renovated
1031,20233648,1200,945000,house,5.0,370.0,0,0,1,20.0,110.0,0,Good
6618,20198606,8300,945000,apartment,2.0,105.0,0,0,1,76.0,,0,Good
172,20230377,1500,945000,house,4.0,465.0,0,0,1,,,0,Good
4523,20233240,1410,945000,house,6.0,265.0,0,0,1,,2223.0,0,Good
2702,20014998,4960,945000,house,5.0,287.0,1,0,1,51.0,3000.0,0,As new
3876,11381944,1150,945000,house,5.0,245.0,0,0,1,7.0,150.0,0,As new
7005,20231970,9000,945000,apartment,2.0,195.0,0,0,1,40.0,,0,As new
1507,20234837,1200,945000,house,5.0,328.0,0,0,1,20.0,60.0,0,Good
4228,20228817,5070,935000,house,8.0,420.0,1,0,1,,,1,Just renovated
6091,20244142,1160,930700,apartment,4.0,153.0,0,0,1,28.0,,0,As new
349,20231776,1050,930000,house,4.0,230.0,0,0,1,20.0,150.0,0,As new
4870,20222180,8200,930000,house,5.0,259.0,1,0,1,,719.0,0,As new
7010,20225259,9000,930000,apartment,5.0,312.0,0,0,1,,,0,Good
2791,11467907,1341,925000,house,5.0,282.0,0,0,1,91.0,1831.0,1,As new
622,20242770,8620,925000,house,4.0,270.0,0,0,1,,,0,Good
5966,20211371,8301,925000,apartment,3.0,75.0,0,0,1,,,0,To renovate
3975,20178036,8620,925000,house,4.0,270.0,0,0,1,,,0,Good
3875,11376760,3620,925000,house,4.0,430.0,0,1,1,,,0,As new
1734,20151333,1970,925000,house,6.0,334.0,1,0,1,,700.0,0,To be done up
6227,20189683,1000,925000,apartment,3.0,207.0,1,0,1,1.0,,0,Good
1460,20238153,1970,925000,house,4.0,420.0,0,0,1,1.0,600.0,0,Good
8124,11435800,8300,925000,apartment,2.0,85.0,0,0,1,11.0,,0,As new
355,20182416,1301,920000,house,4.0,320.0,1,0,1,40.0,,0,Good
1836,20200790,1180,920000,house,5.0,325.0,1,0,1,,,0,Good
8478,20121745,8301,920000,apartment,2.0,72.0,1,1,1,,,0,Good
3199,20207296,9230,920000,house,5.0,322.0,1,0,1,,,1,As new
3200,20208252,9260,920000,house,5.0,322.0,1,0,1,,,1,As new
2430,20216009,2970,910000,house,5.0,326.0,0,0,1,,1188.0,0,As new
2284,20164526,3090,910000,house,3.0,200.0,0,0,1,,170.0,0,Good
804,20246640,1180,900000,house,4.0,230.0,0,0,1,50.0,262.0,0,Good
3887,10687336,1020,900000,house,9.0,285.0,0,0,1,18.0,105.0,0,As new
6786,20065848,8300,900000,apartment,2.0,93.0,0,0,1,,,0,Good
3582,11021515,1070,900000,house,9.0,270.0,0,0,1,30.0,60.0,0,Just renovated
3927,20124682,9831,899000,house,4.0,553.0,1,0,1,,,0,To be done up
8018,11484324,8300,899000,apartment,2.0,59.0,0,0,1,,,0,Good
10358,20241449,8300,899000,apartment,2.0,59.0,0,0,1,,,0,As new
3926,11303978,1300,899000,house,6.0,300.0,1,0,1,50.0,1500.0,0,Good
1970,20144591,1670,899000,house,6.0,500.0,0,0,1,,,0,Good
1969,20144592,1502,899000,house,6.0,500.0,0,0,1,,,0,Good
1967,20144590,1480,899000,house,6.0,500.0,0,0,1,,,0,Good
1968,20144622,1500,899000,house,6.0,500.0,0,0,1,,,0,Good
1966,20144595,1440,899000,house,6.0,500.0,0,0,1,,,0,Good
475,20220651,2930,899000,house,4.0,291.0,1,0,1,,,0,Good
5478,20232792,8300,899000,apartment,3.0,104.0,0,1,1,,,0,As new
6744,20196350,1060,899000,apartment,4.0,197.0,0,0,1,41.0,,0,Just renovated
9188,11017678,8300,899000,apartment,2.0,62.0,0,0,1,,,0,As new
3424,20182442,2550,899000,house,4.0,240.0,0,0,1,,,0,Good
9791,20063506,8300,899000,apartment,2.0,59.0,0,0,1,,,0,As new
2498,20246410,6250,899000,house,4.0,276.0,0,0,1,51.0,4595.0,0,As new
6617,20136766,1060,899000,apartment,4.0,200.0,0,0,1,,,0,As new
2441,20228428,8647,899000,house,4.0,313.0,0,0,1,,3513.0,0,Good
5640,20206774,8300,899000,apartment,2.0,59.0,0,0,1,,,0,Just renovated
2380,20225794,8647,899000,house,4.0,274.0,0,0,1,30.0,5164.0,1,As new
4181,20211716,2970,899000,house,4.0,271.0,0,0,1,30.0,,1,Good
1848,20228137,3620,898000,house,4.0,370.0,0,0,1,,2842.0,0,Good
9529,20233990,8300,897000,apartment,2.0,85.0,0,0,1,,,0,Good
8123,20090326,8300,895000,apartment,3.0,102.0,1,0,1,,,0,Good
1394,20186206,1170,895000,house,3.0,156.0,0,0,1,42.0,350.0,0,Good
1403,20218962,1570,895000,house,4.0,406.0,0,0,1,,,0,As new
4038,20182156,2440,895000,house,4.0,393.0,0,0,1,,,0,As new
10418,10749881,1200,895000,apartment,3.0,220.0,0,0,1,,,0,Good
1733,20127832,1950,895000,house,6.0,280.0,0,0,1,50.0,700.0,0,Good
2790,20146405,1090,895000,house,5.0,350.0,1,0,1,40.0,300.0,0,Good
5343,20120471,1060,895000,apartment,3.0,250.0,0,0,1,,380.0,0,As new
5537,20243750,8530,895000,apartment,4.0,414.0,0,0,1,13.0,,0,Just renovated
1061,20223613,8000,895000,house,4.0,268.0,0,0,1,,,0,Good
8653,10381577,8300,895000,apartment,2.0,70.0,1,0,1,,,0,Good
8652,11401961,1200,895000,apartment,3.0,220.0,0,0,1,8.0,,0,As new
8477,20093391,2018,895000,apartment,2.0,215.0,0,0,1,75.0,75.0,1,As new
1682,20218455,1150,895000,house,4.0,200.0,0,0,1,20.0,150.0,0,As new
1030,20234921,9830,895000,house,3.0,206.0,1,0,1,,,0,Just renovated
1190,20233588,1090,895000,house,5.0,350.0,0,0,1,,300.0,0,To be done up
3874,20117082,9200,895000,house,5.0,346.0,1,0,1,,,1,Good
3885,20145980,2960,895000,house,6.0,332.0,1,0,1,,,1,Good
3873,20121289,9200,895000,house,5.0,346.0,1,0,1,,,1,Good
9381,20226065,8300,895000,apartment,3.0,102.0,0,0,1,33.0,,0,Good
8017,20146170,2000,895000,apartment,2.0,203.0,0,0,1,10.0,,0,As new
6866,20015992,3500,895000,apartment,2.0,143.0,1,0,1,18.0,,0,Good
7310,10430545,1200,895000,apartment,3.0,150.0,0,1,1,175.0,,0,As new
10214,10442146,1200,895000,apartment,3.0,205.0,0,0,1,200.0,,0,As new
3886,20163378,9160,895000,house,5.0,358.0,0,0,1,,,0,Good
55,20233552,1000,895000,house,5.0,350.0,0,0,1,,300.0,0,To be done up
354,20160820,1190,895000,house,4.0,230.0,0,0,1,,,0,As new
5506,20240595,2850,895000,apartment,4.0,360.0,0,0,1,,,0,As new
5553,20211399,9000,895000,apartment,2.0,146.0,0,0,1,,,0,As new
1551,20210650,1831,895000,house,7.0,310.0,1,0,1,,,0,Good
1356,20194760,2270,895000,house,3.0,260.0,0,0,1,,,0,Just renovated
2218,20230712,1190,895000,house,3.0,200.0,0,0,1,27.0,,0,As new
3730,20238013,1790,895000,house,4.0,344.0,0,0,1,,,0,As new
9079,20116172,8300,895000,apartment,2.0,65.0,0,0,1,,,0,Good
1965,11419066,3080,895000,house,5.0,230.0,1,0,1,12.0,200.0,0,To be done up
3676,11008804,3090,895000,house,4.0,300.0,0,0,1,15.0,1700.0,0,Good
9789,20135796,8300,895000,apartment,2.0,60.0,0,1,1,,,0,As new
9790,11442645,8300,895000,apartment,2.0,110.0,0,1,1,,,0,Good
3472,20183286,2460,895000,house,5.0,335.0,1,0,1,,,0,As new
353,20160806,1050,895000,house,4.0,230.0,0,0,1,,,0,As new
6743,20195303,9000,895000,apartment,2.0,120.0,0,0,1,35.0,,0,Good
894,20211960,8510,890000,house,3.0,400.0,0,0,1,80.0,900.0,1,Good
3884,20117366,1420,890000,house,3.0,350.0,0,0,1,,1500.0,0,Good
2816,20218739,1790,890000,house,4.0,341.0,1,0,1,,3000.0,0,Good
10455,20161298,1950,890000,apartment,3.0,173.0,0,0,1,14.0,,0,As new
3152,20148164,1200,890000,house,4.0,286.0,0,0,1,,15.0,0,As new
2125,20200956,3078,890000,house,5.0,240.0,0,0,1,50.0,624.0,0,Just renovated
7701,20161628,1950,890000,apartment,3.0,173.0,0,0,1,14.0,,0,As new
8222,20176238,1950,890000,apartment,3.0,173.0,0,0,1,14.0,,0,As new
1085,20211945,1420,890000,house,3.0,300.0,0,0,1,53.0,1500.0,0,Good
1393,20167109,1640,890000,house,3.0,350.0,0,0,1,,1500.0,0,Good
9479,20048914,1950,890000,apartment,3.0,173.0,0,0,1,7.0,,0,As new
6235,20243456,2870,889000,apartment,5.0,557.0,0,0,1,19.0,185.0,0,As new
7954,20219568,1000,889000,apartment,3.0,315.0,0,0,1,32.0,,0,Good
61,20245387,2870,889000,house,5.0,557.0,0,0,1,19.0,185.0,0,As new
3369,11471713,2820,888000,house,6.0,476.0,0,0,1,,,0,Good
883,20220947,3020,885000,house,3.0,237.0,0,0,1,32.0,1000.0,0,Just renovated
1434,20171940,2812,883000,house,3.0,320.0,1,0,1,20.0,423.0,0,Good
6865,20143173,8500,880000,apartment,2.0,183.0,0,0,1,4.0,,0,As new
77,20234468,1150,875000,house,3.0,192.0,0,0,1,,85.0,0,Good
496,20234380,3090,875000,house,6.0,356.0,0,0,1,60.0,,0,Good
10078,10722029,8300,875000,apartment,2.0,97.0,0,0,1,,,0,As new
6682,20217495,8300,875000,apartment,2.0,66.0,0,1,1,,,0,Just renovated
2626,20233556,1070,875000,house,6.0,411.0,1,0,1,53.0,400.0,0,Good
9187,20118726,8300,875000,apartment,2.0,66.0,1,0,1,,,0,Just renovated
9711,20177838,2000,875000,apartment,3.0,176.0,0,0,1,,,0,As new
423,20240718,8800,875000,house,5.0,471.0,0,0,1,,,0,To be done up
5368,20238334,1200,875000,apartment,2.0,187.0,0,0,1,25.0,,0,Just renovated
736,20222149,1700,875000,house,5.0,340.0,0,0,1,35.0,8250.0,0,Just renovated
3969,20209694,1060,875000,house,7.0,420.0,1,0,1,15.0,,0,Good
5664,20242814,8300,875000,apartment,2.0,65.0,1,0,1,,,0,Good
966,20228784,1040,875000,house,4.0,233.0,0,0,1,21.0,,0,To be done up
967,20228776,1050,875000,house,4.0,233.0,0,0,1,21.0,,0,To be done up
10467,20214388,8300,870000,apartment,3.0,102.0,0,0,1,,,0,As new
1392,20205069,2380,865000,house,3.0,150.0,1,0,1,,,0,Good
4751,20096057,8340,865000,house,4.0,217.0,0,0,1,,,0,Good
124,20243202,9830,865000,house,3.0,171.0,1,0,1,26.0,1010.0,0,To be done up
9639,20052301,1180,860000,apartment,3.0,220.0,0,0,1,28.0,,0,As new
459,20200802,3210,860000,house,5.0,445.0,0,0,1,,8376.0,0,To be done up
460,20200801,3210,860000,house,5.0,445.0,0,0,1,,8376.0,0,To be done up
54,20232093,9630,850000,house,6.0,332.0,0,0,1,,,0,Good
7222,20192538,1050,850000,apartment,3.0,221.0,1,0,1,,,0,Good
648,20210868,3930,850000,house,4.0,435.0,0,0,1,,,0,As new
2561,20205432,9570,850000,house,7.0,737.0,1,0,1,,,0,Good
4750,20106373,8310,850000,house,4.0,279.0,1,0,1,371.0,371.0,0,Good
352,20135096,1180,850000,house,4.0,220.0,0,0,1,43.0,550.0,0,As new
6407,20162560,1150,850000,apartment,1.0,95.0,0,0,1,50.0,1000.0,0,As new
5686,20226286,8670,850000,apartment,2.0,88.0,0,0,1,,,0,Good
4036,20209772,8470,850000,house,3.0,162.0,0,0,1,,,0,As new
1433,20135789,1200,850000,house,4.0,235.0,0,0,1,15.0,240.0,0,To be done up
4749,20109131,6717,850000,house,4.0,290.0,1,0,1,35.0,1400.0,1,Good
2249,20207182,2960,850000,house,5.0,327.0,0,0,1,,560.0,1,Good
2298,20243723,2321,850000,house,5.0,379.0,0,0,1,,,0,Good
1318,20241481,1670,850000,house,4.0,302.0,0,0,1,,,0,As new
334,20233251,1030,850000,house,6.0,385.0,0,0,1,34.0,275.0,0,As new
1307,20244139,1083,850000,house,7.0,400.0,0,0,1,20.0,240.0,0,As new
1317,20241483,1500,850000,house,4.0,302.0,0,0,1,,,0,As new
1319,20241175,9681,850000,house,3.0,600.0,1,0,1,,,0,Good
335,20233258,1200,850000,house,6.0,385.0,0,0,1,34.0,275.0,0,As new
8476,20094886,1050,850000,apartment,3.0,227.0,0,0,1,25.0,,0,Good
8651,20170174,8300,850000,apartment,3.0,77.0,0,0,1,,,0,Just renovated
5997,20245730,1180,850000,apartment,2.0,143.0,0,0,1,20.0,30.0,0,As new
156,20238170,2600,849000,house,4.0,232.0,0,0,1,,70.0,0,Just renovated
784,20245251,1050,849000,house,6.0,200.0,1,1,1,,,0,Good
4326,20218984,2328,849000,house,5.0,411.0,0,0,1,,,0,As new
555,20237737,9870,849000,house,4.0,378.0,1,0,1,,,0,Good
528,20228458,9230,849000,house,4.0,327.0,0,0,1,,,0,Good
3883,20160233,9880,849000,house,6.0,453.0,0,0,1,,,0,Good
3882,20160232,9880,849000,house,6.0,453.0,0,0,1,,,0,Good
10417,20037176,8300,849000,apartment,2.0,87.0,0,0,1,,,0,As new
910,20238170,2600,849000,house,4.0,232.0,0,0,1,,70.0,0,Just renovated
6824,11441791,1150,849000,apartment,4.0,212.0,0,0,1,10.0,,0,As new
8016,20037247,8301,849000,apartment,2.0,87.0,0,1,1,15.0,,0,Good
544,20236515,9992,849000,house,4.0,400.0,0,0,1,,,0,As new
2020,11420673,3140,849000,house,4.0,275.0,0,0,1,120.0,1200.0,1,Just renovated
3925,20089352,1785,848000,house,5.0,315.0,0,0,1,,1400.0,1,Good
2560,20235225,2970,848000,house,3.0,300.0,0,0,1,,1200.0,0,Good
9186,11489812,8300,845000,apartment,3.0,82.0,0,0,1,,,0,Good
694,20232800,9000,845000,house,3.0,201.0,0,0,1,,50.0,0,Good
4748,11098159,1400,845000,house,12.0,505.0,0,0,1,,,0,To renovate
6716,20189344,8300,845000,apartment,3.0,135.0,1,0,1,,,0,Good
8122,20006534,8300,845000,apartment,3.0,82.0,0,0,1,4.0,,0,Just renovated
1137,20147571,2660,845000,house,2.0,318.0,1,0,1,20.0,1488.0,0,Good
3579,20142675,1851,845000,house,3.0,330.0,1,0,1,,,0,Good
5041,20199261,1340,845000,house,5.0,300.0,0,0,1,40.0,,0,As new
2056,20218960,8670,845000,house,3.0,147.0,0,0,1,,,0,Good
2789,11471814,1150,845000,house,5.0,270.0,0,0,1,20.0,175.0,0,As new
8289,11489123,8300,845000,apartment,3.0,82.0,0,0,1,,,0,Just renovated
3880,20061534,1300,845000,house,3.0,170.0,1,0,1,60.0,500.0,1,Good
8475,11488893,8300,845000,apartment,3.0,82.0,0,1,1,,,0,Just renovated
10335,20160628,1050,845000,apartment,3.0,168.0,0,0,1,20.0,44.0,0,Just renovated
6012,20174406,1200,840000,apartment,3.0,180.0,0,0,1,30.0,,0,As new
6011,20174407,1150,840000,apartment,3.0,180.0,0,0,1,30.0,,0,As new
6052,20219571,1000,840000,apartment,3.0,160.0,0,0,1,10.0,,0,As new
5855,20163882,1050,840000,apartment,3.0,173.0,0,0,1,39.0,,0,As new
10416,20008059,8301,839000,apartment,3.0,160.0,0,0,1,,,0,Good
3578,20111631,9870,839000,house,6.0,320.0,0,0,1,,,0,Good
957,20240840,2570,839000,house,4.0,285.0,1,0,1,,,0,Good
10334,11145924,8300,839000,apartment,3.0,160.0,0,0,1,,,0,Good
2731,20215050,9680,835000,house,6.0,320.0,0,0,1,,111.0,0,As new
2546,20192304,8210,835000,house,4.0,373.0,0,0,1,,,0,As new
6720,20244614,9000,835000,apartment,3.0,199.0,0,0,1,15.0,,0,As new
634,20216190,8870,835000,house,5.0,403.0,0,0,1,,,0,As new
415,20246109,2980,835000,house,6.0,308.0,0,0,1,20.0,,1,As new
5691,20243693,8300,835000,apartment,2.0,105.0,0,1,1,,,0,As new
1116,20225931,9688,835000,house,2.0,211.0,1,0,1,,,0,Just renovated
10102,20145321,1180,830000,apartment,3.0,217.0,0,0,1,5.0,,0,As new
2824,20150063,9308,830000,house,6.0,382.0,0,0,1,215.0,4162.0,1,Good
2844,20149423,9308,830000,house,6.0,382.0,0,0,1,215.0,4162.0,1,Good
1058,20243829,9120,830000,house,3.0,269.0,0,0,1,,,1,As new
1432,20194768,1150,829000,house,5.0,170.0,0,0,1,15.0,140.0,0,As new
1915,20232676,8420,825000,house,4.0,188.0,0,0,1,,,0,As new
9207,20177881,9090,825000,apartment,2.0,139.0,0,0,1,46.0,,0,Good
3500,20194980,9080,825000,house,3.0,342.0,0,0,1,,,0,As new
6522,20195299,8400,825000,apartment,3.0,117.0,0,0,1,9.0,,0,Good
2788,20122032,3020,825000,house,11.0,669.0,1,0,1,,,0,To be done up
9185,20005000,8400,825000,apartment,3.0,116.0,0,0,1,,,0,As new
7870,20173102,9070,825000,apartment,2.0,177.0,0,1,1,40.0,190.0,0,As new
4628,20203693,9250,825000,house,4.0,230.0,0,0,1,,1695.0,1,As new
8845,20229915,2000,824000,apartment,2.0,148.0,0,0,1,30.0,,0,As new
5814,20212978,1180,820000,apartment,3.0,213.0,0,0,1,36.0,800.0,0,As new
7675,20194143,8300,820000,apartment,1.0,57.0,0,0,1,4.0,,0,As new
9040,11054722,8300,815000,apartment,3.0,76.0,0,0,1,,,0,Good
7978,20202347,8300,815000,apartment,3.0,76.0,0,0,1,,,0,To renovate
6785,20157181,8300,815000,apartment,3.0,76.0,0,0,1,,,0,Just renovated
8015,11028614,8300,815000,apartment,3.0,76.0,0,1,1,4.0,,0,Just renovated
1580,20240738,8211,815000,house,5.0,227.0,1,0,1,,,0,As new
8121,11462881,8300,815000,apartment,3.0,76.0,0,0,1,5.0,,0,Just renovated
9478,20057365,1200,810000,apartment,3.0,141.0,0,0,1,11.0,,0,As new
7733,20183287,2500,810000,apartment,2.0,247.0,0,0,1,9.0,,0,As new
10093,11179336,1200,810000,apartment,3.0,141.0,0,0,1,11.0,,0,As new
4747,20050865,3110,810000,house,4.0,351.0,0,0,1,,,0,Good
9477,20057516,1050,810000,apartment,3.0,137.0,0,0,1,10.0,,0,As new
6970,20202595,1200,810000,apartment,3.0,141.0,1,0,1,11.0,,0,As new
2234,20218856,1150,810000,house,5.0,225.0,1,0,1,15.0,,0,Good
3879,11334717,8870,805000,house,3.0,349.0,1,0,1,,,0,To renovate
8014,20122667,1050,800000,apartment,2.0,117.0,0,0,1,,,0,As new
4521,20232469,1420,800000,house,3.0,280.0,0,0,1,,,0,Good
182,20215052,8540,799500,house,3.0,400.0,1,0,1,,,0,Good
7175,20211154,8020,799500,apartment,3.0,219.0,0,0,1,37.0,,0,As new
4325,20219403,2547,799000,house,6.0,290.0,1,0,1,,,0,Good
7089,20227556,1000,799000,apartment,4.0,180.0,0,0,1,3.0,,0,Good
3738,20210917,8950,799000,house,3.0,248.0,0,0,1,,,0,Just renovated
